REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON
TQE-2512;TooQ TQE-2512 caja externa 2.5 IDE/SATA a USB 2.0;AAACET0013;8433281000056;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;7.0500000000;35;0.2700000000;;;0.0000000000;0.0000000000;7.0500000000
TQE-2510B;TooQ TQE-2510B caja HD 2.5 SATA USB 2.0 negra;AAACET0016;8433281000094;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;4.2700000000;64;0.1950000000;;;0.0000000000;0.0000000000;4.2700000000
TQE-3518B;Tooq TQE-3518B caja externa HD 3.5IDE/SATAII USB2;AAACET0085;8433281000070;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;12.8000000000;18;0.7300000000;;Ultimas unidades;0.0000000000;0.0000000000;12.8000000000
5PORTUMDUO2;Tacens Portum Duo 2 USB 3.0 Dock Station;AAACET0111;4710700954539;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04080;Tacens;27.8800000000;57;0.8000000000;;;0.0000000000;0.0000000000;27.8800000000
TQE-3520B;TooQ TQE-3520B caja externa HD 3.5IDE/ SATA3 Negr;AAACET0113;8433281006577;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;12.6800000000;27;0.7000000000;;;0.0000000000;0.0000000000;12.6800000000
TQE-3509B;TooQ TQE-3509B caja externa HD 3.5 SATA3 a USB2.0;AAACET0115;8433281005662;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;9.8600000000;61;0.5850000000;;;0.0000000000;0.0000000000;9.8600000000
EW7033;Ewent EW7033 caja externa 2.5 SATA a USB3;AAACET0116;8716065270990;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;7.6500000000;5;0.2650000000;18/01/2019;;0.0000000000;0.0000000000;7.6500000000
EW7041;Ewent EW7041 Carcasa Portátil HD  SATA 2.5 USB;AAACET0117;8716065231205;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;4.2700000000;12;0.2200000000;;;0.0000000000;0.0000000000;4.2700000000
EW7042;Ewent EW7042 Caja HD 2.5 IDE USB2.0 Plata;AAACET0120;8716065100839;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;4.2000000000;3;0.2300000000;18/01/2019;;0.0000000000;0.0000000000;4.2000000000
EW7047;Ewent EW7047 Caja HD 3.5 IDE/SATA USB2.0 Negra;AAACET0121;8716065247862;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;16.9500000000;6;1.0600000000;;;0.0000000000;0.0000000000;16.9500000000
TQE-3526B;TooQ TQE-3526B caja externa HD 3.5 SATA3 a USB3.0;AAACET0133;8433281005952;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;12.6000000000;37;0.7350000000;;;0.0000000000;0.0000000000;12.6000000000
TQE-2526B;TooQ TQE-2526B caja HD 2.5 SATA3 USB 3.0 Negra;AAACET0134;8433281005655;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;6.1100000000;67;0.1950000000;;;0.0000000000;0.0000000000;6.1100000000
TQDS-802B;Tooq TQDS-802B Dock Station Doble Bahía HDD Negro;AAACET0135;8433281006676;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;17.4300000000;46;0.7050000000;;;0.0000000000;0.0000000000;17.4300000000
HDD25BL13;3GO HDD25BL13 Caja Externa HDD 2.5 SATA  Azul;AAACET0145;8436531556617;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;60043;3GO;4.9900000000;100;0.1650000000;;;0.0000000000;0.0000000000;4.9900000000
TQE-2530B;TooQ TQE-2530B caja HDD 2.5 SATA3 USB 3.0 Negra;AAACET0153;8433281006768;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;5.7400000000;27;0.0800000000;;;0.0000000000;0.0000000000;5.7400000000
TQE-3513B;TooQ TQE-3513B caja HDD 3.5 IDE/SATA3 USB 2.0 Neg;AAACET0154;8433281006775;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;12.6000000000;30;0.8000000000;;;0.0000000000;0.0000000000;12.6000000000
TQE-3530B;TooQ TQE-3530B caja HDD 3.5 SATA3 USB 3.0 Negra;AAACET0155;8433281006782;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;11.7900000000;47;0.7950000000;;;0.0000000000;0.0000000000;11.7900000000
TQDS-902B;Tooq TQDS-902B Dock Station Doble Bahía HDD Negro;AAACET0157;8433281006874;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;17.2700000000;14;0.7600000000;;;0.0000000000;0.0000000000;17.2700000000
TQE-2527B;TooQ TQE-2527B caja HDD 2.5 SATA3 USB 3.0 Negra;AAACET0159;8433281006850;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;5.9000000000;29;0.1000000000;10/01/2019;;0.0000000000;0.0000000000;5.9000000000
TQE-3527B;TooQ TQE-3527B caja HDD 3.5 SATA3 USB 3.0 Negra;AAACET0160;8433281006867;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;11.2500000000;42;0.3500000000;;;0.0000000000;0.0000000000;11.2500000000
appHDD10B;approx appHDD10B Caja Ext.2.5 USB 3.0 SATA Negra;AAACET0169;8435099515715;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01360;approx!;8.6400000000;44;0.2000000000;;;0.0000000000;0.0000000000;8.6400000000
TQE-2524B;TooQ TQE-2524B caja HD 2.5 SATA3 USB 3.0 Negra;AAACET0179;8433281007208;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;5.1700000000;54;0.1800000000;;;0.0000000000;0.0000000000;5.1700000000
TQE-2529B;TooQ TQE-2529B caja HD 2.5 SATA3 USB 3.0 Negra;AAACET0180;8433281007314;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;7.0000000000;80;0.2100000000;;;0.0000000000;0.0000000000;7.0000000000
TQE-2522B;TooQ TQE-2522B caja HD 2.5 SATA3 USB 3.0 Negra;AAACET0181;8433281007024;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;5.2500000000;16;0.1700000000;10/01/2019;;0.0000000000;0.0000000000;5.2500000000
EW7044;Ewent EW7044  Caja externa 2.5 HD/SSD USB 3.0;AAACET0183;8054392610981;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;6.6800000000;82;0.2040000000;;;0.0000000000;0.0000000000;6.6800000000
EW7056;Ewent EW7056 Caja externa 3.5 SATA a USB 3.0;AAACET0184;8054392610998;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;13.7900000000;59;0.5180000000;;;0.0000000000;0.0000000000;13.7900000000
EW7023;Ewent EW7023 Caja externa SSD M2 USB 3.1 Aluminio;AAACET0185;8056045878663;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;12.8900000000;9;0.1770000000;18/01/2019;;0.0000000000;0.0000000000;12.8900000000
EW7014;Ewent EW7014 Dock Station Dual 2.5-3.5 USB 3.1;AAACET0186;8054392611018;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;22.3500000000;8;0.8260000000;;;0.0000000000;0.0000000000;22.3500000000
EW7040;EWENT EW7040 USB 3.1 Gen1 Type-A 2.5HDD/SSD CARCA;AAACET0188;8054392612190;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;13.2900000000;2;0.2700000000;;;0.0000000000;0.0000000000;13.2900000000
HDD25BK12;3GO HDD25BK12 Caja Externa HDD 2.5 SATA Negra;AAACET0189;8436531554552;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;60043;3GO;4.4200000000;20;0.1500000000;;;0.0000000000;0.0000000000;4.4200000000
COO-SCG2543-6;CoolBox caja HDD SCG2543 2.5 3.0 AZUL OSCURO;AAACET0194;8436556140532;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;6.1300000000;9;0.1000000000;08/01/2019;;0.0000000000;0.0000000000;6.1300000000
COO-SCA3503-B;CoolBox CAJA HDD 3.5  SCA3503 NEGRO USB3.0;AAACET0195;8436556145407;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;17.4700000000;23;0.2000000000;;;0.0000000000;0.0000000000;17.4700000000
CAJCOOHD2502;CoolBox Caja HDD 2.5 SLIMCHASE 2502 USB2.0;AAACET0196;8437011128553;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;4.4300000000;22;0.1000000000;;;0.0000000000;0.0000000000;4.4300000000
COO-SCG2543-8;CoolBox Caja HDD 2.5 SCG2543 GRIS USB3.0;AAACET0197;8436556140556;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;5.9100000000;58;0.1000000000;;;0.0000000000;0.0000000000;5.9100000000
COO-SCG2543-5;CoolBox Caja HDD 2.5 SCG2543 USB 3.0 Azul;AAACET0199;8436556140525;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;6.3000000000;45;0.1350000000;;;0.0000000000;0.0000000000;6.3000000000
EW7070;Ewent EW7070  Caja externa 2.5 Type C USB 3.1;AAACET0200;8054392612206;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;21.0700000000;25;0.3350000000;;;0.0000000000;0.0000000000;21.0700000000
NXLITEHDD25;NOX Caja Externa NXLITEHDD25 HDD/SSD 2.5 USB3.0;AAACET0201;8436532167812;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04191;NOX;7.3600000000;100;0.1900000000;;;0.0000000000;0.0000000000;7.3600000000
NXLITEHDD35;NOX Caja Externa NXLITEHDD35 HDD/SSD 3.5 USB3.0;AAACET0202;8436532167805;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04191;NOX;12.5700000000;0;0.6400000000;02/01/2020;;0.0000000000;0.0000000000;12.5700000000
EW7012;Ewent EW7012 Dock Station Dual 2.5-3.5 USB 3.0;AAACET0203;8054392611001;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;04193;Ewent;16.2500000000;4;0.3000000000;14/01/2019;;0.0000000000;0.0000000000;16.2500000000
COO-SCA2523-B;Coolbox Caja HDD 2.5SCA2523 Negro USB3.0;AAACET0204;8436556145384;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;8.2300000000;14;0.1000000000;;;0.0000000000;0.0000000000;8.2300000000
COO-SCA2523C-B;Coolbox Caja HDD 2.5SCA2523C Negro TIPO C USB3.0;AAACET0205;8436556145391;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;10.2600000000;10;0.1000000000;;;0.0000000000;0.0000000000;10.2600000000
COO-SCA2503-W;Coolbox Caja HDD 2.5SCM2503 Blanca USB3.0;AAACET0206;8436556145360;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;7.6100000000;11;0.1000000000;;;0.0000000000;0.0000000000;7.6100000000
COO-DUPLICAT2;Coolbox Duplicador V2HDD/SSD 3.5-2.5 USB3.0;AAACET0207;8436556145612;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;23.1600000000;6;0.2500000000;;;0.0000000000;0.0000000000;23.1600000000
COO-MCAM2;Coolbox Caja SSD M.2 MINICHASE USB3.0;AAACET0208;8436556145605;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;7.9000000000;5;0.1000000000;;;0.0000000000;0.0000000000;7.9000000000
COO-HD2532N;Coolbox Caja HDD 2.5SLIMCHASE 2532 Negra USB3.0;AAACET0209;8437013799751;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;9.4400000000;7;0.1000000000;;;0.0000000000;0.0000000000;9.4400000000
COO-SCA2513-S;Coolbox Caja HDD 2.5SCA2513 Plata USB3.0;AAACET0210;8436556145377;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;7.9600000000;4;0.1000000000;;;0.0000000000;0.0000000000;7.9600000000
TQE-2528B;Tooq C.Exter TQE-2528B 2.5 9.5mm SATA USB 3.1 GEN;AAACET0211;8433281008304;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;7.7400000000;10;0.2000000000;;;0.0000000000;0.0000000000;7.7400000000
TQE-2528BL;Tooq C.Exter TQE-2528BL 2.5 9.5m SATA USB 3.1 azu;AAACET0212;8433281008311;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;7.7400000000;20;0.2000000000;;;0.0000000000;0.0000000000;7.7400000000
TQE-2528R;Tooq C.Exter TQE-2528R 2.5 9.5 m SATA USB 3.1 roj;AAACET0213;8433281008328;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;7.4300000000;8;0.2000000000;;;0.0000000000;0.0000000000;7.4300000000
TQE-2531B;Tooq C.Exter TQE-2531B 2.5 9.5 mm SATA USB 3.1 ne;AAACET0214;8433281008335;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;11.8800000000;9;0.2000000000;;;0.0000000000;0.0000000000;11.8800000000
TQE-2531S;Tooq C.Exter TQE-2531S 2.5 9.5 m SATA USB 3.1  p;AAACET0215;8433281008342;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01590;TooQ;10.3900000000;3;0.2000000000;;Ultimas unidades;0.0000000000;0.0000000000;10.3900000000
COO-SCT-2533;CoolBox caja HDD 2.5SCT-2533 USB3.0 transparente;AAACET0216;8436556148361;AA;Accesorios Almacenamiento;CET;Cajas Externas/Extraibles HD;01690;CoolBox;6.1800000000;5;0.1000000000;;Novedad;0.0000000000;0.0000000000;6.1800000000
EW201;SYNOLOGY EW201 Extended Warranty Mainstream;AAAEGA0001;4711174722938;AA;Accesorios Almacenamiento;EGA;Extensiones Garantía;60158;Synology;62.7000000000;2;0.0100000000;;;0.0000000000;0.0000000000;62.7000000000
EW202;SYNOLOGY EW202 Extended Warranty High-End;AAAEGA0002;4711174723027;AA;Accesorios Almacenamiento;EGA;Extensiones Garantía;60158;Synology;180.5000000000;3;0.0100000000;;;0.0000000000;0.0000000000;180.5000000000
MRDDP003;MR Wonderful Funda Disco Duro 2.5 Today;AAAFDD0004;8436557681706;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04270;MR WONDERFUL;6.7900000000;30;0.1250000000;;;0.0000000000;0.0000000000;6.7900000000
RMDDP002;Real Madrid Funda Disco Duro 2.5 Negra Escudo;AAAFDD0005;8436557685827;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04267;REAL MADRID;6.3200000000;20;0.1250000000;;;0.0000000000;0.0000000000;6.3200000000
TFDDP001;Tan Tan Fan Funda Disco Duro 2.5 Pequeña p8lada;AAAFDD0006;8436557686794;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04272;TAN TAN FAN;6.7900000000;17;0.1250000000;;;0.0000000000;0.0000000000;6.7900000000
TFDDP002;Tan Tan Fan Funda Disco Duro 2.5 Vecina Rubia Gua;AAAFDD0007;8436557686800;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04272;TAN TAN FAN;6.7900000000;12;0.1250000000;;;0.0000000000;0.0000000000;6.7900000000
RMDDP001;Real Madrid Funda Disco Duro 3.5 Blanca Escudo;AAAFDD0008;8436557685810;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04267;REAL MADRID;6.3400000000;30;0.1250000000;;;0.0000000000;0.0000000000;6.3400000000
CBDDP001;Callate La Boca Funda Disco Duro 2.5 Furgo;AAAFDD0009;8436557689559;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04265;CALLATE LA BOCA;6.7900000000;12;0.1000000000;;;0.0000000000;0.0000000000;6.7900000000
MRDDP004;MR Wonderful Funda Disco Duro 2.5 Space;AAAFDD0010;8436557685544;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04270;MR WONDERFUL;6.7900000000;14;0.3000000000;;;0.0000000000;0.0000000000;6.7900000000
MRDDP005;MR Wonderful Funda Disco Duro 2.5 Save Your Life;AAAFDD0011;8436557685551;AA;Accesorios Almacenamiento;FDD;Fundas Discos Duros Externos;04270;MR WONDERFUL;6.7900000000;15;0.3000000000;;;0.0000000000;0.0000000000;6.7900000000
Docker DSM 1 License;SYNOLOGY Docker DSM 1 Licencia;AAALIE0001;4711174722396;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;42.7500000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;42.7500000000
MailPlus 5 Licenses;SYNOLOGY MailPlus License Pack 5;AAALIE0002;4711174722365;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;218.5000000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;218.5000000000
MailPlus 20 Licenses;SYNOLOGY MailPlus License Pack 20;AAALIE0003;4711174722372;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;864.5000000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;864.5000000000
VMMPRO-3NODE-S1Y;SYNOLOGY Virtual Machine Manager 3NODE-S1Y;AAALIE0004;4711174723256;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;134.9000000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;134.9000000000
VMMPRO-7NODE-S1Y;SYNOLOGY Virtual Machine Manager 7NODE-S1Y;AAALIE0005;4711174723263;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;270.7500000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;270.7500000000
VMMPRO-3NODE-S3Y;SYNOLOGY Virtual Machine Manager 3NODE-S3Y;AAALIE0006;4711174723409;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;361.0000000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;361.0000000000
VMMPRO-7NODE-S3Y;SYNOLOGY Virtual Machine Manager 7NODE-S3Y;AAALIE0007;4711174723416;AA;Accesorios Almacenamiento;LIE;Licencias;60158;Synology;722.0000000000;0;0.0100000000;;Encargo;10.0000000000;0.0000000000;722.0000000000
APPNCLV2;approx! appNCLV2 cable de seguridad con combinació;AAOAAC0035;8435099509745;AO;Accesorios Portátil;AAC;Cables y Accesorios;01360;approx!;4.9000000000;31;0.1850000000;;;0.0000000000;0.0000000000;4.9000000000
IGG311417;iggual Cable de Seguridad Portátiles (4 dígitos);AAOAAC0051;8435364311417;AO;Accesorios Portátil;AAC;Cables y Accesorios;60001;iggual;2.5500000000;100;0.0145500000;;;0.0000000000;0.0000000000;2.5500000000
IGG311400;iggual Cable de Seguridad Portátiles (Key lock);AAOAAC0052;8435364311400;AO;Accesorios Portátil;AAC;Cables y Accesorios;60001;iggual;2.3700000000;100;0.0127300000;;;0.0000000000;0.0000000000;2.3700000000
PA5116E-2PRP;Toshiba Replicador Puertos III;AAOAAC0053;4051528212648;AO;Accesorios Portátil;AAC;Cables y Accesorios;00610;Toshiba;135.0000000000;5;0.9000000000;;;0.0000000000;0.0000000000;135.0000000000
EW1242;EWENT EW1242 Cable de Seguridad con llave;AAOAAC0055;8054392610370;AO;Accesorios Portátil;AAC;Cables y Accesorios;04193;Ewent;2.5000000000;30;0.1000000000;;;0.0000000000;0.0000000000;2.5000000000
3PCONLKBRB5.0001;Cougar Alfombrilla Control2 L Gaming Negro;AAOAAC0056;4715302447694;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;10.0000000000;70;0.2150000000;;;0.0000000000;0.0000000000;10.0000000000
EW9643;EWENT EW9643 Adap.USB 3.1 Tipo A H/ USB 3.1 Tipo C;AAOAAC0057;8056045878311;AO;Accesorios Portátil;AAC;Cables y Accesorios;04193;Ewent;2.5500000000;7;0.1000000000;18/01/2019;;0.0000000000;0.0000000000;2.5500000000
3PCONSKBRB5.0002;Cougar Alfombrilla para Ratón Control 2 S;AAOAAC0058;4715302448974;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;5.0000000000;100;0.1870000000;;;0.0000000000;0.0000000000;5.0000000000
3PCONMKBRB5.0002;Cougar Alfombrilla para Ratón Control M;AAOAAC0059;4715302448981;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;6.6500000000;100;0.2820000000;;;0.0000000000;0.0000000000;6.6500000000
3PSPEMBBRB5.0002;Cougar Alfombrilla Ratón Speed 2 M;AAOAAC0060;4715302449001;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;7.4400000000;100;0.2820000000;;;0.0000000000;0.0000000000;7.4400000000
3PSPELBBRB5.0001;Cougar Alfombrilla Ratón Speed 2 L;AAOAAC0061;4715302447656;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;10.0000000000;61;0.5390000000;;;0.0000000000;0.0000000000;10.0000000000
3PAREHBXRB5.0001;Cougar Alfombrilla Arena Extra L Naranja;AAOAAC0062;4715302447809;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;12.2200000000;86;0.0050000000;;;0.0000000000;0.0000000000;12.2200000000
3PAREHBBRB5.0001;Cougar Alfombrilla Arena Extra L Negro;AAOAAC0063;4715302448806;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;12.2200000000;69;0.0050000000;;;0.0000000000;0.0000000000;12.2200000000
3PSPESBBRB5.0002;Cougar Alfombrilla Ratón Speed 2 S;AAOAAC0064;4715302448998;AO;Accesorios Portátil;AAC;Cables y Accesorios;04264;Cougar;5.0000000000;100;0.1800000000;;;0.0000000000;0.0000000000;5.0000000000
COO-CAB-U2MC-BL;Coolbox Cable MULTIUSB MICRO/C Azul;AAOAAC0065;8436556145919;AO;Accesorios Portátil;AAC;Cables y Accesorios;01690;CoolBox;4.0600000000;14;0.0500000000;;;0.0000000000;0.0000000000;4.0600000000
COO-CAB-U2MC-GR;Coolbox Cable MULTIUSB MICRO/C Gris;AAOAAC0066;8436556145902;AO;Accesorios Portátil;AAC;Cables y Accesorios;01690;CoolBox;3.9800000000;20;0.0500000000;;;0.0000000000;0.0000000000;3.9800000000
XONE140065;X-one Cristal Templado Tablet iPad Mini 2/3;AAOAAC0067;8435484140065;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.9400000000;100;0.0860000000;;;0.0000000000;0.0000000000;3.9400000000
XONE140072;X-one Cristal Templado Tablet iPad Mini4;AAOAAC0068;8435484140072;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.9400000000;100;0.0850000000;;;0.0000000000;0.0000000000;3.9400000000
XONE140089;X-one Cristal Templado Tablet iPad 2/3/4;AAOAAC0069;8435484140089;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.8400000000;100;0.1450000000;;;0.0000000000;0.0000000000;3.8400000000
XONE140096;X-one Cristal Templado Tablet iPad Air/iPad 5/6;AAOAAC0070;8435484140096;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.8400000000;100;0.1420000000;;;0.0000000000;0.0000000000;3.8400000000
XONE140102;X-one Cristal Templado Tablet iPad Pro 9.7 2017;AAOAAC0071;8435484140102;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1420000000;;;0.0000000000;0.0000000000;4.0400000000
XONE140119;X-one Cristal Templado Tablet iPad Pro2 2017;AAOAAC0072;8435484140119;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1450000000;;;0.0000000000;0.0000000000;4.0400000000
XONE140133;X-one Cristal Templado Tablet Galaxy Tab S3-9.7;AAOAAC0073;8435484140133;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1380000000;;;0.0000000000;0.0000000000;4.0400000000
XONE140164;X-one Cristal Templado Tablet Galaxy Tab A-10.1;AAOAAC0074;8435484140164;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1350000000;;;0.0000000000;0.0000000000;4.0400000000
XONE140171;X-one Cristal Templado Tablet Galaxy Tab A-7.0;AAOAAC0075;8435484140171;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.1400000000;100;0.1380000000;;;0.0000000000;0.0000000000;4.1400000000
XONE141031;X-one Cristal Templado Tablet Galaxy Tab E-9.6;AAOAAC0076;8435484141031;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.6400000000;100;0.0780000000;;;0.0000000000;0.0000000000;3.6400000000
XONE140188;X-one Cristal Templado Tablet Huawei MediaPad M5-1;AAOAAC0077;8435484140188;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1420000000;;;0.0000000000;0.0000000000;4.0400000000
XONE140195;X-one Cristal Templado Tablet Huawei MediaPad M5-8;AAOAAC0078;8435484140195;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.6400000000;82;0.0830000000;;;0.0000000000;0.0000000000;3.6400000000
XONE140201;X-one Cristal Templado Tablet Huawei MediaPad M3-1;AAOAAC0079;8435484140201;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1370000000;;;0.0000000000;0.0000000000;4.0400000000
XONE140249;X-one Cristal Templado Tablet Huawei MediaPad T3-7;AAOAAC0080;8435484140249;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.9400000000;100;0.0760000000;;Novedad;0.0000000000;0.0000000000;3.9400000000
XONE140256;X-one Cristal Templado Tablet Huawei MediaPad T3-9;AAOAAC0081;8435484140256;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1360000000;;;0.0000000000;0.0000000000;4.0400000000
XONE141048;X-one Cristal Templado Tablet Universal 7;AAOAAC0082;8435484141048;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.9400000000;100;0.0760000000;;;0.0000000000;0.0000000000;3.9400000000
XONE141079;X-one Cristal Templado Tablet Universal 9.7;AAOAAC0083;8435484141079;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;3.8400000000;100;0.1380000000;;;0.0000000000;0.0000000000;3.8400000000
XONE141086;X-one Cristal Templado Tablet Universal 10.1;AAOAAC0084;8435484141086;AO;Accesorios Portátil;AAC;Cables y Accesorios;60173;X-ONE;4.0400000000;100;0.1410000000;;;0.0000000000;0.0000000000;4.0400000000
TANZ0116V3;TECH AIR BAGGY GRIS 7-11.6;AAOABT0045;5060369673234;AO;Accesorios Portátil;ABT;Bolsas Transporte;04030;Tech Air;7.4000000000;32;0.3030000000;;;0.0000000000;0.0000000000;7.4000000000
