"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";"PRECIO";"STOCK";"PESO";"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA";"CANONLPI";"PRECIOSINCANON"
"TQE-2512";"TooQ TQE-2512 caja externa 2.5"" IDE/SATA a USB 2.0";"AAACET0013";"8433281000056";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"7,0500000000";"35";"0,2700000000";"";"";"0,0000000000";"0,0000000000";"7,0500000000"
"TQE-2510B";"TooQ TQE-2510B caja HD 2.5"" SATA USB 2.0 negra";"AAACET0016";"8433281000094";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"4,2700000000";"71";"0,1950000000";"";"";"0,0000000000";"0,0000000000";"4,2700000000"
"TQE-3518B";"Tooq TQE-3518B caja externa HD 3.5""IDE/SATAII USB2";"AAACET0085";"8433281000070";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"12,9200000000";"22";"0,7300000000";"";"";"0,0000000000";"0,0000000000";"12,9200000000"
"5PORTUMDUO2";"Tacens Portum Duo 2 USB 3.0 Dock Station";"AAACET0111";"4710700954539";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04080";"Tacens";"27,8800000000";"40";"0,8000000000";"";"";"0,0000000000";"0,0000000000";"27,8800000000"
"TQE-3520B";"TooQ TQE-3520B caja externa HD 3.5""IDE/ SATA3 Negr";"AAACET0113";"8433281006577";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"12,6800000000";"63";"0,7000000000";"";"";"0,0000000000";"0,0000000000";"12,6800000000"
"TQE-3509B";"TooQ TQE-3509B caja externa HD 3.5"" SATA3 a USB2.0";"AAACET0115";"8433281005662";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"9,8600000000";"41";"0,5850000000";"";"";"0,0000000000";"0,0000000000";"9,8600000000"
"EW7033";"Ewent EW7033 caja externa 2.5"" SATA a USB3";"AAACET0116";"8716065270990";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"7,7400000000";"31";"0,2650000000";"";"";"0,0000000000";"0,0000000000";"7,7400000000"
"EW7041";"Ewent EW7041 Carcasa Portátil HD  SATA 2.5"" USB";"AAACET0117";"8716065231205";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"4,2700000000";"42";"0,2200000000";"";"";"0,0000000000";"0,0000000000";"4,2700000000"
"EW7042";"Ewent EW7042 Caja HD 2.5"" IDE USB2.0 Plata";"AAACET0120";"8716065100839";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"4,1800000000";"48";"0,2300000000";"";"";"0,0000000000";"0,0000000000";"4,1800000000"
"EW7047";"Ewent EW7047 Caja HD 3.5"" IDE/SATA USB2.0 Negra";"AAACET0121";"8716065247862";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"16,9200000000";"15";"1,0600000000";"";"";"0,0000000000";"0,0000000000";"16,9200000000"
"BM-HDB04T";"B-Move BM-HDB04T Caja Externa HDD 2.5"" SATA  Verde";"AAACET0131";"8436532160325";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04192";"B-Move";"5,5300000000";"17";"0,1700000000";"";"";"0,0000000000";"0,0000000000";"5,5300000000"
"TQE-3526B";"TooQ TQE-3526B caja externa HD 3.5"" SATA3 a USB3.0";"AAACET0133";"8433281005952";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"12,6000000000";"16";"0,7350000000";"";"";"0,0000000000";"0,0000000000";"12,6000000000"
"TQE-2526B";"TooQ TQE-2526B caja HD 2.5"" SATA3 USB 3.0 Negra";"AAACET0134";"8433281005655";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"6,1100000000";"70";"0,1950000000";"";"";"0,0000000000";"0,0000000000";"6,1100000000"
"TQDS-802B";"Tooq TQDS-802B Dock Station Doble Bahía HDD Negro";"AAACET0135";"8433281006676";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"17,4300000000";"28";"0,7050000000";"";"";"0,0000000000";"0,0000000000";"17,4300000000"
"TQDS-802BW";"Tooq TQDS-802BW Dock Station Doble Bahía HDD Ne/Bl";"AAACET0136";"8433281006683";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"17,2700000000";"30";"0,7000000000";"";"";"0,0000000000";"0,0000000000";"17,2700000000"
"appHDD05BK";"approx! appHDD05BK Caja Ext.2.5"" USB 2.0 Negra";"AAACET0139";"8435099514206";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01360";"approx!";"6,1100000000";"9";"0,1500000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"6,1100000000"
"HDD25BL13";"3GO HDD25BL13 Caja Externa HDD 2.5"" SATA  Azul";"AAACET0145";"8436531556617";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"60043";"3GO";"3,6000000000";"0";"0,1650000000";"31/12/2019";"";"0,0000000000";"0,0000000000";"3,6000000000"
"TQE-2530B";"TooQ TQE-2530B caja HDD 2.5"" SATA3 USB 3.0 Negra";"AAACET0153";"8433281006768";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"5,7400000000";"53";"0,0800000000";"";"";"0,0000000000";"0,0000000000";"5,7400000000"
"TQE-3513B";"TooQ TQE-3513B caja HDD 3.5"" IDE/SATA3 USB 2.0 Neg";"AAACET0154";"8433281006775";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"12,6000000000";"20";"0,8000000000";"";"";"0,0000000000";"0,0000000000";"12,6000000000"
"TQE-3530B";"TooQ TQE-3530B caja HDD 3.5"" SATA3 USB 3.0 Negra";"AAACET0155";"8433281006782";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"11,7900000000";"23";"0,7950000000";"";"";"0,0000000000";"0,0000000000";"11,7900000000"
"TQDS-902B";"Tooq TQDS-902B Dock Station Doble Bahía HDD Negro";"AAACET0157";"8433281006874";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"17,2700000000";"12";"0,7600000000";"";"";"0,0000000000";"0,0000000000";"17,2700000000"
"TQE-2527B";"TooQ TQE-2527B caja HDD 2.5"" SATA3 USB 3.0 Negra";"AAACET0159";"8433281006850";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"5,9000000000";"37";"0,1000000000";"";"";"0,0000000000";"0,0000000000";"5,9000000000"
"TQE-3527B";"TooQ TQE-3527B caja HDD 3.5"" SATA3 USB 3.0 Negra";"AAACET0160";"8433281006867";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"11,2500000000";"70";"0,3500000000";"22/06/2018";"";"0,0000000000";"0,0000000000";"11,2500000000"
"appHDD07W";"approx appHDD07W Caja Ext.3.5"" USB 2.0 SATA Blanca";"AAACET0163";"8435099515630";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01360";"approx!";"15,8300000000";"5";"0,5300000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"15,8300000000"
"appHDD10B";"approx appHDD10B Caja Ext.2.5"" USB 3.0 SATA Negra";"AAACET0169";"8435099515715";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01360";"approx!";"8,6400000000";"23";"0,2000000000";"";"";"0,0000000000";"0,0000000000";"8,6400000000"
"appHDD10LB";"approx appHDD10LB Caja Ext.2.5"" USB 3.0 SATA Azul";"AAACET0170";"8435099515739";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01360";"approx!";"8,6300000000";"2";"0,1950000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,6300000000"
"appHDD08B";"approx appHDD08B Caja Ext.3.5"" USB 3.0 SATA Negra";"AAACET0173";"8435099515647";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01360";"approx!";"18,7600000000";"4";"0,5350000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"18,7600000000"
"TQE-2524B";"TooQ TQE-2524B caja HD 2.5"" SATA3 USB 3.0 Negra";"AAACET0179";"8433281007208";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"5,1700000000";"56";"0,1800000000";"22/06/2018";"";"0,0000000000";"0,0000000000";"5,1700000000"
"TQE-2529B";"TooQ TQE-2529B caja HD 2.5"" SATA3 USB 3.0 Negra";"AAACET0180";"8433281007314";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"7,0000000000";"0";"0,2100000000";"22/06/2018";"";"0,0000000000";"0,0000000000";"7,0000000000"
"TQE-2522B";"TooQ TQE-2522B caja HD 2.5"" SATA3 USB 3.0 Negra";"AAACET0181";"8433281007024";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"5,2500000000";"100";"0,1700000000";"";"";"0,0000000000";"0,0000000000";"5,2500000000"
"TQE-25DES01B";"TooQ TQE-25DES01B caja HD 2.5"" SATA3 USB 3.0 Cifr.";"AAACET0182";"8433281007406";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"01590";"TooQ";"11,1300000000";"1";"0,2600000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"11,1300000000"
"EW7044";"Ewent EW7044  Caja externa 2.5"" HD/SSD USB 3.0";"AAACET0183";"8054392610981";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"6,6800000000";"32";"0,2040000000";"";"";"0,0000000000";"0,0000000000";"6,6800000000"
"EW7056";"Ewent EW7056 Caja externa 3.5"" SATA a USB 3.0";"AAACET0184";"8054392610998";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"13,6900000000";"48";"0,5180000000";"";"";"0,0000000000";"0,0000000000";"13,6900000000"
"EW7023";"Ewent EW7023 Caja externa SSD M2 USB 3.1 Aluminio";"AAACET0185";"8056045878663";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"13,9000000000";"17";"0,1770000000";"";"";"0,0000000000";"0,0000000000";"13,9000000000"
"EW7014";"Ewent EW7014 Dock Station Dual 2.5""-3.5"" USB 3.1";"AAACET0186";"8054392611018";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"22,3300000000";"0";"0,8260000000";"31/12/2019";"";"0,0000000000";"0,0000000000";"22,3300000000"
"EW7040";"EWENT EW7040 USB 3.1 Gen1 Type-A 2.5""HDD/SSD CARCA";"AAACET0188";"8054392612190";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04193";"Ewent";"13,2500000000";"14";"0,2700000000";"";"";"0,0000000000";"0,0000000000";"13,2500000000"
"HDD25BK12";"3GO HDD25BK12 Caja Externa HDD 2.5"" SATA Negra";"AAACET0189";"8436531554552";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"60043";"3GO";"4,1900000000";"42";"0,1500000000";"";"";"0,0000000000";"0,0000000000";"4,1900000000"
"HDD25BK315";"3GO HDD25BK315 Caja Externa HDD 2.5"" SATA Screwles";"AAACET0190";"8436531556594";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"60043";"3GO";"6,9900000000";"1";"0,1800000000";"18/06/2018";"";"0,0000000000";"0,0000000000";"6,9900000000"
"HDD35BKIS";"3GO HDD35BKIS Caja Externa HDD 3.5"" SATA+IDE  Negr";"AAACET0191";"8436531556600";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"60043";"3GO";"14,1900000000";"1";"0,7650000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"14,1900000000"
"AHD1";"Tacens Anima AHD1 Caja Externa HDD 2.5"" SATA Negra";"AAACET0193";"4713105964172";"AA";"Accesorios Almacenamiento";"CET";"Cajas Externas/Extraibles HD";"04080";"Tacens";"7,0300000000";"0";"0,6000000000";"18/06/2018";"";"0,0000000000";"0,0000000000";"7,0300000000"
"VODDP001";"La Volatil Funda Disco Duro 2.5"" Garabatos";"AAAFDD0001";"8436557687517";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04271";"LA VOLATIL";"7,0600000000";"10";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"7,0600000000"
"MRDDP001";"MR Wonderful Funda Disco Duro 2.5"" Espacio";"AAAFDD0002";"8436557681683";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04270";"MR WONDERFUL";"7,0600000000";"3";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"7,0600000000"
"MRDDP002";"MR Wonderful Funda Disco Duro 2.5"" Genial";"AAAFDD0003";"8436557681690";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04270";"MR WONDERFUL";"7,0600000000";"11";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"7,0600000000"
"MRDDP003";"MR Wonderful Funda Disco Duro 2.5"" Today";"AAAFDD0004";"8436557681706";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04270";"MR WONDERFUL";"7,0600000000";"16";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"7,0600000000"
"RMDDP002";"Real Madrid Funda Disco Duro 2.5"" Negra Escudo";"AAAFDD0005";"8436557685827";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04267";"REAL MADRID";"6,5700000000";"31";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"6,5700000000"
"TFDDP001";"Tan Tan Fan Funda Disco Duro 2.5"" P8ladas";"AAAFDD0006";"8436557686794";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04272";"TAN TAN FAN";"7,0600000000";"3";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"7,0600000000"
"TFDDP002";"Tan Tan Fan Funda Disco Duro 2.5"" Vecina Rubia Gua";"AAAFDD0007";"8436557686800";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04272";"TAN TAN FAN";"7,0600000000";"15";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"7,0600000000"
"RMDDP001";"Real Madrid Funda Disco Duro 3.5"" Blanca Escudo";"AAAFDD0008";"8436557685810";"AA";"Accesorios Almacenamiento";"FDD";"Fundas Discos Duros Externos";"04267";"REAL MADRID";"6,6000000000";"34";"0,1250000000";"";"";"0,0000000000";"0,0000000000";"6,6000000000"
"APPNCLV2";"approx! appNCLV2 cable de seguridad con combinació";"AAOAAC0035";"8435099509745";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"01360";"approx!";"4,9000000000";"15";"0,1850000000";"";"";"0,0000000000";"0,0000000000";"4,9000000000"
"EW1241";"EWENT EW1241 Cable Seguridad con combinacion";"AAOAAC0046";"8056045875372";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"2,9500000000";"13";"0,1250000000";"27/06/2018";"";"0,0000000000";"0,0000000000";"2,9500000000"
"IGG311417";"iggual Cable de Seguridad Portátiles (4 dígitos)";"AAOAAC0051";"8435364311417";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"2,9500000000";"100";"0,0145500000";"";"";"0,0000000000";"0,0000000000";"2,9500000000"
"IGG311400";"iggual Cable de Seguridad Portátiles (Key lock)";"AAOAAC0052";"8435364311400";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"60001";"iggual";"2,4500000000";"100";"0,0127300000";"";"";"0,0000000000";"0,0000000000";"2,4500000000"
"PA5116E-2PRP";"Toshiba Replicador Puertos III";"AAOAAC0053";"4051528212648";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"00610";"Toshiba";"135,0000000000";"15";"0,9000000000";"";"";"0,0000000000";"0,0000000000";"135,0000000000"
"EW1242";"EWENT EW1242 Cable de Seguridad con llave";"AAOAAC0055";"8054392610370";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"2,5500000000";"53";"0,1000000000";"";"";"0,0000000000";"0,0000000000";"2,5500000000"
"EW9643";"EWENT EW9643 Adap.USB 3.1 Tipo A H/ USB 3.1 Tipo C";"AAOAAC0057";"8056045878311";"AO";"Accesorios Portátil";"AAC";"Cables y Accesorios";"04193";"Ewent";"2,5200000000";"6";"0,1000000000";"19/06/2018";"";"0,0000000000";"0,0000000000";"2,5200000000"
"TANZ0116V3";"TECH AIR BAGGY GRIS 7-11,6""";"AAOABT0045";"5060369673234";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"6,5900000000";"3";"0,3030000000";"19/06/2018";"";"0,0000000000";"0,0000000000";"6,5900000000"
"TANZ0119V3";"Tech Air TANZ0119V3 Maletin 17.3"" Negro";"AAOABT0083";"5060182451484";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"11,2900000000";"6";"0,8000000000";"";"";"0,0000000000";"0,0000000000";"11,2900000000"
"ATCN20BRV5";"Tech air maletín básico 15.6""";"AAOABT0233";"8713525713004";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"7,3400000000";"11";"1,0650000000";"31/12/2019";"";"0,0000000000";"0,0000000000";"7,3400000000"
"TAN3711V2";"Tech air Diseño mochila portátil 15.6"" negra";"AAOABT0256";"5060182452160";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"23,9900000000";"5";"1,2000000000";"";"";"0,0000000000";"0,0000000000";"23,9900000000"
"TANZ0117V3";"Tech air Baggy Gris maletín portátil 15.6""";"AAOABT0279";"5060369673173";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"8,9900000000";"19";"0,4500000000";"";"";"0,0000000000";"0,0000000000";"8,9900000000"
"APPNB15LB";"approx! APPNB15LB Maletin  Portatil 15,6"" Celeste";"AAOABT0307";"8435099510970";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"7,3900000000";"13";"0,6500000000";"";"";"0,0000000000";"0,0000000000";"7,3900000000"
"TANZ0713V3";"Tech Air Z0713 mochila portátil 16-17.3""";"AAOABT0312";"5060182455796";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"14,0500000000";"30";"0,6850000000";"";"";"0,0000000000";"0,0000000000";"14,0500000000"
"APPNB15G";"approx! APPNB15G Maletin Portatil 15,6"" Gris";"AAOABT0325";"8435099510987";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"7,7500000000";"10";"0,6150000000";"";"";"0,0000000000";"0,0000000000";"7,7500000000"
"TAN1202v2";"Tech Air maletín moderno 15,6"" Negro/Azul TAN1202";"AAOABT0334";"5060182456076";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"14,3900000000";"5";"0,4000000000";"";"";"0,0000000000";"0,0000000000";"14,3900000000"
"TAN1204V2";"Tech Air TAN1204 maletin 14,1"" Negro";"AAOABT0357";"5060182456182";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"10,9900000000";"16";"0,4000000000";"";"";"0,0000000000";"0,0000000000";"10,9900000000"
"TANZ0102V5";"Tech Air TANZ0102V5 maletin portatil 10-14,1""";"AAOABT0371";"8713525722006";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"9,9000000000";"7";"0,7800000000";"";"";"0,0000000000";"0,0000000000";"9,9000000000"
"TANB0100";"Tech Air Maletin TANB100 15,6"" Negro";"AAOABT0380";"5060182457998";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"5,6500000000";"18";"0,4650000000";"19/06/2018";"";"0,0000000000";"0,0000000000";"5,6500000000"
"APPNB15B";"approx! APPNB15B Maletin Portatil 15,6"" Negro";"AAOABT0406";"8435099513094";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"6,7900000000";"8";"0,6400000000";"";"";"0,0000000000";"0,0000000000";"6,7900000000"
"TABX406R";"Tech air TABX406R maletín portátil 15.6"" + ratón";"AAOABT0411";"5060182457837";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"9,1000000000";"35";"0,6050000000";"";"";"0,0000000000";"0,0000000000";"9,1000000000"
"TANZ0331";"Tech air Funda de Neopreno Notebook 15.6"" TANZ0331";"AAOABT0419";"5060182458575";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"12,1700000000";"11";"0,4850000000";"";"";"0,0000000000";"0,0000000000";"12,1700000000"
"TANB0700V3";"Tech Air Mochila Acolchada TANB0700V3  15,6"" Negro";"AAOABT0420";"5060369673258";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"9,5000000000";"1";"0,5000000000";"19/06/2018";"";"0,0000000000";"0,0000000000";"9,5000000000"
"APPNB17B";"approx! APPNB17B Maletin para Portatil 17"" Negro";"AAOABT0427";"8435099514534";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"8,2500000000";"0";"0,6000000000";"31/12/2019";"";"0,0000000000";"0,0000000000";"8,2500000000"
"TANZ0140";"Tech air maletín acolchado 15.6""";"AAOABT0428";"5060182457813";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"5,8500000000";"0";"0,2000000000";"31/12/2019";"";"0,0000000000";"0,0000000000";"5,8500000000"
"BBLACK";"3GO Maletin para Notebook  16"" Negro";"AAOABT0432";"8436531551001";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60043";"3GO";"6,6500000000";"8";"0,6250000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"6,6500000000"
"ANBG2";"Tacens Anima BAG Maletín portátil 17.3"" Negro";"AAOABT0438";"4713105963168";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04080";"Tacens";"8,6700000000";"16";"0,4000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,6700000000"
"APPNB17G";"approx! APPNB17G Maletin para Portatil 17"" Gris";"AAOABT0442";"8435099515180";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"8,2500000000";"3";"0,7050000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,2500000000"
"APPNB17O";"approx! APPNB17O Maletin para Portatil 17"" Naranja";"AAOABT0443";"8435099515203";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"8,2000000000";"3";"0,6000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,2000000000"
"APPNB17P";"approx! APPNB17P Maletin para Portatil 17"" Morado";"AAOABT0444";"8435099515210";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"8,2500000000";"8";"0,7200000000";"";"";"0,0000000000";"0,0000000000";"8,2500000000"
"APPNB17LB";"approx! APPNB17LB Maletin para Portatil 17"" Celest";"AAOABT0445";"8435099515197";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"8,1000000000";"9";"0,7050000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"8,1000000000"
"TABUN29MV3";"Tech air TABUN29MV3 maletín portátil 15.6""+ratón";"AAOABT0448";"5060182450937";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"7,9000000000";"73";"0,7800000000";"19/06/2018";"";"0,0000000000";"0,0000000000";"7,9000000000"
"APPNBCP15BBL";"approx! Maletín Portátil 15.6"" Negro/Azul";"AAOABT0449";"8435099515951";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"6,8000000000";"9";"0,6400000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"6,8000000000"
"APPNBCP15BG";"approx! Maletín Portátil 15.6"" Negro/Gris";"AAOABT0450";"8435099515968";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"6,7500000000";"6";"0,6000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"6,7500000000"
"APPNBCP15BGP";"approx! Maletín Portátil 15.6"" Negro/Verde pistach";"AAOABT0451";"8435099515975";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"6,7500000000";"8";"0,6100000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"6,7500000000"
"APPNBCP15BP";"approx! Maletín Portátil 15.6"" Negro/ Púrpura";"AAOABT0452";"8435099515982";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"6,8500000000";"7";"0,6550000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"6,8500000000"
"APPNBST15BR";"approx! Maletín Diseño Portátil 15.6"" Negro/ Rojo";"AAOABT0456";"8435099515852";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"13,2900000000";"8";"0,8800000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"13,2900000000"
"BK7G";"KEEP OUT BK7G Mochila 15.6"" Gaming  Negro y Verde";"AAOABT0467";"8435099516637";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04217";"KEEP OUT";"27,5000000000";"8";"0,9500000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"27,5000000000"
"BK7R";"KEEP OUT BK7R Mochila 15.6"" Gaming  Negro y Rojo";"AAOABT0468";"8435099516644";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04217";"KEEP OUT";"27,5500000000";"7";"0,1000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"27,5500000000"
"TANZ0108v3";"Tech Air Maletin Clasico TANZ0108 15,6"" Negro";"AAOABT0470";"5060369673678";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"13,0900000000";"0";"0,2000000000";"19/06/2018";"";"0,0000000000";"0,0000000000";"13,0900000000"
"TANZ0330V2";"Tech air Funda de Neopreno Notebook 13.3 TANZ0330";"AAOABT0471";"5060182458551";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"04030";"Tech Air";"8,5000000000";"15";"0,3850000000";"";"";"0,0000000000";"0,0000000000";"8,5000000000"
"BUREAUKIT";"NGS Bolsa portátil Organizer16"" + Raton";"AAOABT0473";"8435430603972";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01040";"NGS";"7,2900000000";"37";"0,8150000000";"";"";"0,0000000000";"0,0000000000";"7,2900000000"
"APPNBSP15R";"approx! APPNBSP15B Maletín Sport 15,6"" Negro/Rojo";"AAOABT0484";"8435099518297";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"01360";"approx!";"7,9900000000";"3";"0,4700000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"7,9900000000"
